id,o_title,title,overview,vote_average,vote_count,popularity
10264,Hamlet,Hamlet,"Hamlet, Prince of Denmark, finds out that his uncle Claudius killed his father to obtain the throne, and plans revenge.",6.672,358.0,15.422
19760,Two if by Sea,Two If by Sea,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",4.9,72.0,7.339
10525,Forget Paris,Forget Paris,"Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews is an American living in Paris who works for the airline he flies on. They meet and fall in love, but their relationship goes through many difficult patches.",6.136,132.0,8.519
9061,Just Cause,Just Cause,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.,6.2,423.0,11.971
36357,Rent-a-Kid,Rent-a-Kid,"Harry Habert, owner of a rent office has an original idea: To rent babies from a nearby orphanage to the local families. He rents the Ward brothers to his first customers...",5.7,54.0,4.336
785534,"Paper, The",Paper Lives,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",8.1,311.0,16.777
726664,Fearless,Fearless,A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.,6.1,108.0,15.116
2246,Malice,Malice,"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",6.221,371.0,17.326
9304,Multiplicity,Multiplicity,"Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning.",5.745,455.0,12.497
800741,She's the One,She's the One,"What if you could answer any question and eliminate all doubts before making the most important decision of your life? What if, by some sort of magic, you could live your life pursuing your wildest and deepest desires? That’s what’s about to happen to Andrea, a thirty-year-old man on the eve of his wedding with Laura, the girl he met in college and with whom he built a life together. Andrea starts waking up everyday in a different life and a different self, in realities where he and Laura never got together in the first place. Exploring the many paths his life could have lead him on to, from unapologetic womanizer to acclaimed musician, Andrea will have to face the void Laura’s absence left in his many different “iterations”. Will he try to break the spell?",6.154,26.0,16.833
18862,House Arrest,House Arrest,"High-schooler Grover Beindorf and his younger sister Stacy decide that their parents, Janet and Ned, are acting childishly when they decide to divorce after 18 years of marriage, so they lock them up in the basement until they'll sort out their problems.",5.2,111.0,9.802
22292,"Ghost and Mrs. Muir, The",The Ghost and Mrs. Muir,"In 1900, strong-willed widow Lucy Muir goes to live in Gull Cottage by the British seaside, even though it appears to be haunted. On her very first night she meets the ghost of the crusty former owner, Captain Gregg—and refuses to be scared off. They eventually become friends and allies, after Lucy gets used to the idea of a man's ghost haunting her bedroom.",7.626,243.0,8.184
11112,"Associate, The",The Associate,Laurel Ayres is a businesswoman trying to make it but unfortunately she works at a investment firm where she does all the work but all the senior investors like Frank Peterson grab all the credit. She then leaves and starts her own firm. While trying to find clients Laurel pretends that she has a male partner named Robert Cutty. And when she starts to do well all of her clients wants to meet Cutty which is difficult since he doesn't exist.,6.3,183.0,11.069
12110,Dracula: Dead and Loving It,Dracula: Dead and Loving It,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Professor Van Helsing, who may be the only one able to vanquish the Count.",6.045,817.0,22.526
9263,Now and Then,Now and Then,"Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",6.9,362.0,14.226
47475,Mr. Wrong,Mr. Wrong,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",4.1,47.0,6.183
43535,"Simple Twist of Fate, A",A Simple Twist of Fate,"When Michael McCann is thrown over by the woman he loves, he becomes something of a misanthrope and a miser, spending all of his spare money on collectible gold coins. Living in the same town is an affluent family with two sons: John and Tanny. Tanny's a wild boy, whom John cannot control, and one night he breaks into McCann's house, and steals the gold and disappears, which nearly confirms McCann's distrust of mankind. But then, a mysterious young woman dies in the snow outside McCann's house, and her small daughter makes her way to McCann's house and into McCann's life and heart.",5.964,98.0,8.045
11655,Cronos,Cronos,"Faced with his own mortality, an ingenious alchemist tried to perfect an invention that would provide him with the key to eternal life. It was called the Cronos device. When he died more than 400 years later, he took the secrets of this remarkable device to the grave with him. Now, an elderly antiques dealer has found the hellish machine hidden in a statue and learns about its incredible powers. The more he uses the device, the younger he becomes...but nothing comes without a price. Life after death is just the beginning as this nerve-shattering thriller unfolds and the fountain of youth turns bloody.",6.637,539.0,12.542
23570,"Pallbearer, The",The Pallbearer,"Aspiring architect Tom Thompson is told by mysterious Ruth Abernathy that his best friend, ""Bill,"" has taken his own life. Except that Tom has never met Bill and neither have his incredulous friends. So when Tom foolishly agrees to give the eulogy at Bill's funeral, it sets him on a collision course with Ruth -- who is revealed to be Bill's oversexed mother -- and Julie DeMarco, the longtime crush Tom hasn't seen since they were teens.",4.926,104.0,10.159
79224,"War, The",War of the Arrows,"13 years after the King Injo Revolt, the Chosun Dynasty is attacked by the Chung Dynasty of China. A young man named Na-mi leaves his demolished village to find his young sister, Ja-in, and her finance Su-koon, who were to wed on the very day of the attack. While on his mission to rescue her, he is being traced by Jushinta, a fierce Chung Warrior, and his band of malicious men who are out to stop him. Na-mi has but a day to rescue his sister before she is taken away to be a slave. When Na-mi finally finds his sister, Jushinta comes between them and a fierce battle between two of the finest warriors unfolds.",7.2,221.0,24.864
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",6.969,1073.0,79.011
58451,"Adventures of Pinocchio, The",The Adventures of Pinocchio,"Mastro Geppetto is a poor carpenter with no wife and no children. The man is very lonely, and when trading a piece of wood with his colleague Mastro Ciliegia, he decides to build himself a puppet to make him company.",7.5,276.0,7.37
